Municipio,Codigo_DANE,Documento,ID_Proyecto,Nombre_Proyecto,Codigos_MGA,Indicador de Producto(MGA),Productos,Especificidad,Vision_Regional,Impacto,Calificacion_Promedio,Justificacion
Nemocón,25486,SisPT – Plan indicativo - Productos,1-8,Formulación del proyecto Sistema de parques eco-turísticos y corredores verdes,400202500,Zonas verdes adecuadas,VCT 133Formular e implementar un plan para adecuar las zonas verdes del municipio que lo requieran,4,2,3,3.0,"El producto aborda directamente la adecuación de zonas verdes, esencial para el ecoturismo (especificidad 4). Aunque no menciona explícitamente otros municipios, su impacto puede ser regional (visión regional 2). Contribuye a la sostenibilidad ambiental y social (impacto 3)."
Nemocón,25486,SisPT – Plan indicativo - Productos,1-9,Estudios y diseños del macro proyecto paisajístico Parque Lineal Río Bogotá,"320800600, 320305000, 320200600, 320204400, 400201604","Estrategias educativo ambientales y de participación implementadas; Áreas protegidas; Plantaciones forestales realizadas; Estudios de preinversión elaborados; Estrategia de Gobernanza, Coordinación, Armonización y Conciliación del Plan de Ordenamiento Departamental diseñada e implementada","ADS 16 Formular e implementar de manera articulada con otras entidades un Plan de Educación Ambiental con enfoques, entre otros, en cultura ciudadana, sostenibilidad y adaptación al cambio climático.; ADS 15 Formular e implementar un plan para Identificar, declarar, socializar y definir los lineamientos para la protección y conservación de las zonas de amortiguación para las áreas protegidas y ecosistemas estratégicos de la Cuenca Río Bogotá en la jurisdicción de Nemocón.; ADS 11 Formular e implementar una estrategia para realizar la restauración y/o reforestación de las áreas afectadas por los fenómenos del niño/niña en el Municipio de Nemocón.; ADS 2 Realizar los estudios y diseños para los proyectos de inversión del sector Ambiente y desarrollo sostenible; VCT 135Realizar alianzas estratégicas en favor de la convergencia y ordenamiento regional del municipio en pro de su desarrollo sostenible",3,2,3,2.67,"Los puntajes reflejan la relación de cada producto con el objetivo del proyecto. Los productos que abordan directamente la educación y la conservación del río obtuvieron puntajes más altos en especificidad e impacto, mientras que aquellos con un enfoque más general o local recibieron puntajes más bajos."
Nemocón,25486,SisPT – Plan indicativo - Productos,1-10,Formulación de un programa regional para la gestión y aprovechamiento económico integral de residuos,400302300,Plan de Gestión Integral de Residuos Solidos con seguimiento,"VCT 125Revisar, actualizar e implementar el Plan de Gestión Integral de Residuos Sólidos.",4,2,4,3.33,"El producto seleccionado aborda directamente la gestión de residuos, cumpliendo con los requerimientos del proyecto, lo que justifica un puntaje alto en especificidad. Su impacto en la sostenibilidad es significativo, dado que una adecuada gestión de residuos contribuye a la sostenibilidad ambiental a largo plazo. La visión regional es moderada, ya que aunque el producto puede tener efectos en otros municipios, no se menciona explícitamente una coordinación con ellos."
Nemocón,25486,SisPT – Plan indicativo - Productos,1-11,Proyecto: Estudio de la calidad del agua en acueductos rurales de los municipios de la provincia,"400301601, 320600300, 320204400","Personas beneficiadas con proyectos que mejoran provisión, calidad y/o continuidad de los servicios de acueducto; Pilotos con acciones de mitigación y adaptación al cambio climático desarrollados; Estudios de preinversión elaborados",VCT 114Pasar de bajo riesgo a sin riesgo la calidad del agua; ADS 4 Formular e implementar un plan de modernización y dotación de edificaciones institucionales con energías alternativas; ADS 2 Realizar los estudios y diseños para los proyectos de inversión del sector Ambiente y desarrollo sostenible,4,2,3,3.0,"El producto de mejora de acueductos tiene una relación directa con el objetivo del proyecto, cumpliendo varios requerimientos técnicos. Los pilotos de mitigación tienen un impacto indirecto en la calidad del agua, mientras que los estudios de preinversión son relevantes pero no abordan directamente el objetivo del proyecto."
Nemocón,25486,SisPT – Plan indicativo - Productos,2-1,Creación de una agencia de empleo con cobertura provincial,360200400,Personas colocadas laboralmente,TB 195Realizar alianzas estratégicas con el sector productivo y formativo del municipio y la región para la vinculación laboral de habitantes,3,2,3,2.67,"El producto aborda el objetivo de vinculación laboral, aunque no cubre todos los requerimientos técnicos. Tiene un impacto claro en la sostenibilidad laboral de la región, pero no menciona explícitamente otros municipios."
Nemocón,25486,SisPT – Plan indicativo - Productos,2-2,Puesta en marcha de una oﬁcina de asesoría empresarial y apoyo a la formación en mecanismos de asociación para el desarrollo con cobertura para los once municipios de Sabana Centro,"360203200, 350204800",Emprendimientos asesorados; Documentos realizados,"TB 199Implementar una estrategia para fomentar e impulsar los emprendimientos juveniles.; CIT 172Formular e implementar de manera coordinada con los comerciantes un Plan de organización, fortalecimiento y operación del Comercio y las MIPYMES de Nemocón.",3,2,3,2.67,"'Emprendimientos fortalecidos' y 'Proyectos cofinanciados' están alineados con el objetivo del proyecto de apoyar a emprendedores y mejorar la comercialización, aunque su impacto regional es limitado. Ambos productos tienen un impacto positivo en la sostenibilidad económica de la región."
Nemocón,25486,SisPT – Plan indicativo - Productos,2-3,Llevar a cabo una consultoría para el establecimiento de una política de generación de valor agregado para las principales cadenas productivas.,"320204400, 350203700, 350201000",Estudios de preinversión elaborados; Proyectos cofinanciados para promover el mercadeo y promoción turística a nivel nacional e internacional; Proyectos cofinanciados para agregar valor a los productos y/o mejorar los canales de comercialización,"ADS 2 Realizar los estudios y diseños para los proyectos de inversión del sector Ambiente y desarrollo sostenible; CIT 182Formular e implementar estrategias con el sector privado, la academia, el sector público, la población y la cooperación internacional para posicionar a Nemocón como un municipio turístico.; CIT 177Estructurar e implementar el Programa Nemocón un Destino Nocturno por Vivir",3,2,3,2.67,"La especificidad se justifica en que los productos seleccionados abordan aspectos relevantes para el desarrollo de las cadenas productivas, aunque no todos cumplen con todos los requerimientos del proyecto. La visión regional se ve reflejada en la mención de coordinación con actores supramunicipales, pero no todos los productos tienen un alcance explícito en otros municipios. El impacto se considera moderado, ya que los productos pueden contribuir a la sostenibilidad, pero no son transformadores por sí mismos."
Nemocón,25486,SisPT – Plan indicativo - Productos,2-4,Consolidación de la Red de Escenarios Multipropósito para la recreación y el esparcimiento por medio de la formulación e implementación de un Plan Maestro.,"350203700, 430103703, 400202500","Proyectos cofinanciados para promover el mercadeo y promoción turística a nivel nacional e internacional; Personas atendidas por los programas de recreación, deporte social comunitario, actividad física y aprovechamiento del tiempo libre; Zonas verdes adecuadas","CIT 182Formular e implementar estrategias con el sector privado, la academia, el sector público, la población y la cooperación internacional para posicionar a Nemocón como un municipio turístico.; DR 137Descentralizar las actividades deportivas, artísticas y culturales en favor del empoderamiento y el bienestar de las mujeres de Nemocón; VCT 133Formular e implementar un plan para adecuar las zonas verdes del municipio que lo requieran",4,3,4,3.67,"El producto de promoción turística tiene una relación directa con el objetivo del proyecto, cumpliendo varios requerimientos. La visión regional es buena, ya que el turismo puede beneficiar a otros municipios. El impacto es significativo, dado que el turismo puede mejorar la economía local a largo plazo."
Nemocón,25486,SisPT – Plan indicativo - Productos,2-5,Diseño e implementación del plan estratégico de turismo de Sabana Centro,"350203700, 350204800, 350203600",Proyectos cofinanciados para promover el mercadeo y promoción turística a nivel nacional e internacional; Documentos realizados; Proyectos cofinanciados para la adecuación de la oferta turística,"CIT 182Formular e implementar estrategias con el sector privado, la academia, el sector público, la población y la cooperación internacional para posicionar a Nemocón como un municipio turístico.; CIT 172Formular e implementar de manera coordinada con los comerciantes un Plan de organización, fortalecimiento y operación del Comercio y las MIPYMES de Nemocón.; CIT 180Implementar diversas estrategias de turismo sostenible",4,2,3,3.0,"El producto 'Proyectos cofinanciados para promover el mercadeo y promoción turística' tiene una relación directa con el objetivo del proyecto, lo que justifica un puntaje alto en especificidad. La visión regional se ve limitada ya que solo menciona la cooperación a nivel local, y el impacto es moderado, ya que contribuye a la sostenibilidad del turismo en la región."
Nemocón,25486,SisPT – Plan indicativo - Productos,2-6,Creación de un programa provincial para la implementación de los planes especiales de manejo y protección (PEMP) para la conservación y recuperación de centros históricos e inmuebles de valor arquitectónico en los municipios de la provincia.,330200304,Documentos normativos sobre patrimonio cultural realizados,CUL 106 Formular e implementar el Plan de Manejo y Conservación del patrimonio arquitectónico y colonial,3,2,3,2.67,"El producto aborda el objetivo del proyecto al formular un plan de manejo y conservación del patrimonio arquitectónico, aunque no cumple todos los requerimientos técnicos. La visión regional es limitada, ya que no menciona explícitamente a otros municipios, y el impacto es moderado, con potencial para contribuir a la sostenibilidad cultural."
Nemocón,25486,SisPT – Plan indicativo - Productos,3-1,Formulación y ejecución de proyecto para la prestación del servicio de acueducto a través de una ﬁgura empresarial de carácter regional,320304801,Reservorio construido,ADS1 Realizar la construcción de sistemas de almacenamiento de agua lluvia para la disponibilidad hídrica en el Municipio (Reservorios o sistemas de almacenamiento de agua alternativos),4,3,4,3.67,"El producto tiene una relación directa con el objetivo del proyecto al abordar la disponibilidad hídrica. Su impacto es regional, ya que beneficia a varios municipios, y contribuye a la sostenibilidad del recurso hídrico a largo plazo."
Nemocón,25486,SisPT – Plan indicativo - Productos,3-2,Elaboración del Plan Maestro de Movilidad de la Provincia que articule la movilidad entre los municipios y la ciudad capital.,"240210500, 240211800, 400202000, 400202500, 400302300",Documentos de lineamientos técnicos realizados; Estudios de preinversión realizados; Espacio publico adecuado; Zonas verdes adecuadas; Plan de Gestión Integral de Residuos Solidos con seguimiento,"TTE 218Formular e implementar un Plan de Movilidad; TTE 202Realizar estudios y diseños para los proyectos de inversión del sector transporte; VCT 131Elaborar e implementar un plan para inventariar, caracterizar, regular el uso, mantener y/o ampliar la red de espacio público (plazas, parques, alamedas, entre otros) y sus elementos constitutivos para garantizar espacios seguros, inclusivos, limpios y adecuados para propios y turistas.; VCT 133Formular e implementar un plan para adecuar las zonas verdes del municipio que lo requieran; VCT 125Revisar, actualizar e implementar el Plan de Gestión Integral de Residuos Sólidos.",4,2,3,3.0,"1. Especificidad (4): El producto 'Documentos de lineamientos técnicos realizados' aborda directamente el objetivo del proyecto al formular un Plan de Movilidad, cumpliendo con la mayoría de los requerimientos técnicos. 2. Visión Regional (2): Aunque el producto tiene un enfoque local, menciona la necesidad de considerar la movilidad intermunicipal, lo que permite un impacto en otros municipios. 3. Impacto (3): El producto tiene un impacto claro en la sostenibilidad de la región al abordar la movilidad, que es crucial para el desarrollo económico y la calidad de vida."
Nemocón,25486,SisPT – Plan indicativo - Productos,3-3,"Estudios, diseños y construcción del tren de cercanías línea del norte",240401600,Vía férrea rehabilitada,TTE 209Realizar la gestión necesaria para el mantenimiento y recuperación de la línea Férrea Zipaquirá - Nemocón con el fin que el tren turístico regrese a Nemocón,3,2,3,2.67,"El producto seleccionado aborda el objetivo del proyecto al enfocarse en la rehabilitación de la vía férrea, lo que es esencial para el desarrollo del transporte alternativo. Sin embargo, no cumple todos los requerimientos técnicos del proyecto, lo que justifica un puntaje de 3 en especificidad. La visión regional se limita a su impacto local, y el impacto a largo plazo es moderado, justificando un puntaje de 2 y 3 respectivamente."
Nemocón,25486,SisPT – Plan indicativo - Productos,3-4,Diseño y construcción de un centro de acopio,"170910600, 240200601, 240211800, 240100900, 320600300",Cadenas productivas apoyadas; Placa huella construida; Estudios de preinversión realizados; Vía primaria mejorada; Pilotos con acciones de mitigación y adaptación al cambio climático desarrollados,"ADR 163Implementar programas piloto de transformación agroindustrial en las cadenas productivas (leche, porcícola, apícola y hortícola).; TTE 203Construccion de Placa Huellas para la productividad de las Comunidades Rurales; TTE 202Realizar estudios y diseños para los proyectos de inversión del sector transporte; TTE 210Contribuir en lo que respecta al alcance territorial, para la ejecución de la obra doble calzada Zipaquirá Chiquinquirá en la jurisdicción de Nemocón; ADS 4 Formular e implementar un plan de modernización y dotación de edificaciones institucionales con energías alternativas",2,2,1,1.67,"La especificidad es 2 porque los productos seleccionados tienen relación temática con la mejora de la infraestructura y la cadena productiva, pero no abordan directamente los requerimientos del proyecto. La visión regional es 2, ya que algunos productos mencionan impactos en comunidades rurales, pero no tienen un enfoque explícito en la región Sabana Centro. El impacto es 1, dado que los productos tienen un efecto marginal en la sostenibilidad regional."
Nemocón,25486,SisPT – Plan indicativo - Productos,3-5,Actualización catastral de los municipios de Sabana Centro,"040600402, 320204400",Base catastral geográfica actualizada; Estudios de preinversión elaborados,IE 289Servicio de actualización catastral con enfoque multipropósito; ADS 2 Realizar los estudios y diseños para los proyectos de inversión del sector Ambiente y desarrollo sostenible,4,2,4,3.33,"El producto 'Base catastral geográfica actualizada' cumple con el objetivo del proyecto y la mayoría de sus requerimientos, justificando un puntaje alto en especificidad. La visión regional se ve limitada ya que no menciona explícitamente otros municipios, pero su impacto es significativo en la sostenibilidad a largo plazo."
Nemocón,25486,SisPT – Plan indicativo - Productos,3-6,Transporte Público regional de pasajeros y carga (PROYECTO NUEVO),"240900900, 240906300, 240211800, 400201604, 450302600","Estrategias implementadas; Estrategias implementadas; Estudios de preinversión realizados; Estrategia de Gobernanza, Coordinación, Armonización y Conciliación del Plan de Ordenamiento Departamental diseñada e implementada; Centros logísticos para la gestión del riesgo de desastres construidos","TTE 211Reubicar la central de despacho de transporte público al sector de Susatá.; TTE 217Realizar alianzas estratégicas y ejercer los controles necesarios a los prestadores del servicio de transporte público en pro de la calidad, los costos justos y la responsabilidad del servicio inclusivo.; TTE 202Realizar estudios y diseños para los proyectos de inversión del sector transporte; VCT 135Realizar alianzas estratégicas en favor de la convergencia y ordenamiento regional del municipio en pro de su desarrollo sostenible; GT 281Gestionar la construcción de un Centro Regional de Atención prevención de Emergencias, Desastres y seguridad Ciudadana - CRAPESC",4,2,3,3.0,"El producto de reubicación de la central de despacho tiene una relación directa con el objetivo del proyecto, lo que justifica un puntaje alto en especificidad. La visión regional es moderada, ya que aunque puede beneficiar a otros municipios, no se menciona explícitamente. El impacto es significativo en términos de sostenibilidad del transporte."
Nemocón,25486,SisPT – Plan indicativo - Productos,3-7,Ciclorutas de la Sabana Probogotá,"240211800, 400202000, 400202500",Estudios de preinversión realizados; Espacio publico adecuado; Zonas verdes adecuadas,"TTE 202Realizar estudios y diseños para los proyectos de inversión del sector transporte; VCT 131Elaborar e implementar un plan para inventariar, caracterizar, regular el uso, mantener y/o ampliar la red de espacio público (plazas, parques, alamedas, entre otros) y sus elementos constitutivos para garantizar espacios seguros, inclusivos, limpios y adecuados para propios y turistas.; VCT 133Formular e implementar un plan para adecuar las zonas verdes del municipio que lo requieran",2,1,2,1.67,"La especificidad es 2 porque los estudios de preinversión son relevantes para el diseño de ciclorrutas, pero no abordan directamente el objetivo del proyecto. La visión regional es 1 ya que estos productos son principalmente locales y no mencionan explícitamente otros municipios. El impacto es 2 porque, aunque contribuyen a la infraestructura, su efecto sobre la sostenibilidad es limitado."
Nemocón,25486,SisPT – Plan indicativo - Productos,4-1,Definición de determinantes de la salud priorizados para Sabana Centro y plan de intervención y monitoreo,"190502300, 190502500, 190502600, 190502700, 190503505","Campañas de gestión del riesgo para abordar condiciones crónicas prevalentes implementadas; Campañas de gestión del riesgo para abordar situaciones prevalentes de origen laboral implementadas; Campañas de gestión del riesgo para enfermedades emergentes, reemergentes y desatendidas implementadas; Campañas de gestión del riesgo para enfermedades inmunoprevenibles implementadas; Estrategias de gestión territorial para atención en salud -pandemias- a población afectada por emergencias o desastres implementadas","SPS 65 Realizar campañas de gestión del riesgo para abordar condiciones crónicas prevalentes en el marco de la Atención Primaria en Salud APS; SPS 67 Realizar campañas de Servicio de gestión del riesgo para abordar situaciones prevalentes de origen laboral en el marco de la Atención Primaria en Salud APS; SPS 70 Realizar campañas de Servicio de gestión del riesgo para enfermedades emergentes, reemergentes y desatendidas en el marco de la Atención Primaria en Salud APS; SPS 71 Realizar campañas de Servicio de gestión del riesgo para para enfermedades inmunoprevenibles en el marco de la Atención Primaria en Salud APS; SPS 68 Implementar anualmente una estrategia de respuesta en materia de salud para la población afectada ante declaratoria de situaciones de emergencias o desastres en el marco del desarrollo de la Atención Primaria en Salud APS",4,2,3,3.0,"Los productos seleccionados están directamente relacionados con la mejora de la salud pública y la gestión de riesgos en la región. La especificidad es alta porque abordan directamente la atención en salud y la prevención de enfermedades. La visión regional es moderada, ya que aunque se enfocan en el municipio, su impacto puede extenderse a otros municipios. El impacto es significativo, ya que estas campañas pueden mejorar la salud a largo plazo en la región."
Nemocón,25486,SisPT – Plan indicativo - Productos,4-2,"Consolidación del ecosistema de prevención, monitoreo y atención de salud mental de la provincia","190502200, 190502500, 190504100",Campañas de gestión del riesgo en temas de trastornos mentales implementadas; Campañas de gestión del riesgo para abordar situaciones prevalentes de origen laboral implementadas; Personas víctimas del conflicto armado atendidas con atención psicosocial,SPS 64 Realizar campañas de gestión del riesgo de trastornos mentales en el marco de la Atención Primaria en Salud APS; SPS 67 Realizar campañas de Servicio de gestión del riesgo para abordar situaciones prevalentes de origen laboral en el marco de la Atención Primaria en Salud APS; SPS 56 Implementar estrategias de atención integral en salud con enfoque psicosocial a VCA,2,1,2,1.67,"Los productos seleccionados tienen una relación temática con el objetivo del proyecto, pero no abordan directamente la salud mental. La visión regional es limitada ya que no mencionan explícitamente la cooperación con otros municipios. El impacto es modesto, ya que contribuyen a la atención en salud, pero no de manera integral."
Nemocón,25486,SisPT – Plan indicativo - Productos,4-3,ProgramaPrograma telesalud para Sabana Centro telesalud para Sabana Centro,"190503505, 190502300, 190502700",Estrategias de gestión territorial para atención en salud -pandemias- a población afectada por emergencias o desastres implementadas; Campañas de gestión del riesgo para abordar condiciones crónicas prevalentes implementadas; Campañas de gestión del riesgo para enfermedades inmunoprevenibles implementadas,SPS 68 Implementar anualmente una estrategia de respuesta en materia de salud para la población afectada ante declaratoria de situaciones de emergencias o desastres en el marco del desarrollo de la Atención Primaria en Salud APS; SPS 65 Realizar campañas de gestión del riesgo para abordar condiciones crónicas prevalentes en el marco de la Atención Primaria en Salud APS; SPS 71 Realizar campañas de Servicio de gestión del riesgo para para enfermedades inmunoprevenibles en el marco de la Atención Primaria en Salud APS,2,1,2,1.67,"1. Estrategias de gestión territorial para atención en salud: Especificidad 2 porque aborda la salud, pero no directamente el acceso a servicios de primer nivel. Visión regional 1 por su enfoque local. Impacto 2 por su contribución a la salud en emergencias. 2. Campañas de gestión del riesgo para condiciones crónicas: Especificidad 2 por su relación con la salud, pero no aborda el acceso directo. Visión regional 1 por su enfoque local. Impacto 2 por su contribución a la salud a largo plazo. 3. Campañas de gestión del riesgo para enfermedades inmunoprevenibles: Especificidad 2 por su relación con la salud, pero no aborda el acceso directo. Visión regional 1 por su enfoque local. Impacto 2 por su contribución a la salud a largo plazo."
Nemocón,25486,SisPT – Plan indicativo - Productos,4-4,Diseño e implementación de estrategias de adaptación municipal para la implementación local de la Atención Primaria en Salud,"190502800, 190502300, 190502700, 190502500, 190503100","Campañas de gestión del riesgo para temas de consumo, aprovechamiento biológico, calidad e inocuidad de los alimentos implementadas; Campañas de gestión del riesgo para abordar condiciones crónicas prevalentes implementadas; Campañas de gestión del riesgo para enfermedades inmunoprevenibles implementadas; Campañas de gestión del riesgo para abordar situaciones prevalentes de origen laboral implementadas; Campañas de promoción de la salud y prevención de riesgos asociados a condiciones no transmisibles implementadas","SPS 72 Realizar campañas de Servicio de gestión del riesgo para el consumo, aprovechamiento biológico, calidad e inocuidad de los alimentos en el marco de la Atención Primaria en Salud APS; SPS 65 Realizar campañas de gestión del riesgo para abordar condiciones crónicas prevalentes en el marco de la Atención Primaria en Salud APS; SPS 71 Realizar campañas de Servicio de gestión del riesgo para para enfermedades inmunoprevenibles en el marco de la Atención Primaria en Salud APS; SPS 67 Realizar campañas de Servicio de gestión del riesgo para abordar situaciones prevalentes de origen laboral en el marco de la Atención Primaria en Salud APS; SPS 73 Realizar campañas de Servicio de gestión del riesgo asociados a condiciones no transmisibles en el marco de la Atención Primaria en Salud APS",3,2,3,2.67,"La especificidad se justifica porque los productos abordan temas relevantes para la atención primaria, aunque no todos cumplen con todos los requerimientos. La visión regional es limitada ya que no todos los productos mencionan explícitamente la cooperación con otros municipios. El impacto es moderado, ya que aunque los productos pueden contribuir a la sostenibilidad, su efectividad dependerá de la implementación."
Nemocón,25486,SisPT – Plan indicativo - Productos,4-5,"Implementación de la estrategia Ciudades, Entornos y Ruralidades Saludables (CERS), en Sabana Centro","410204600, 220108400, 410400800","Campañas de promoción realizadas; Sedes educativas con apoyo pedagógico para la oferta de educación inclusiva para preescolar, básica y media; Adultos mayores atendidos con servicios integrales","NNA34 Institucionalizar e implementar el programa ""Los Niños Viven Nemocón""; en el que el juego, la cultura, el deporte, la ciencia, la tecnología y la innovación integrados con asistencia sicológica, nutrición y trabajo social son fundamentales para el proyecto de vida de infantes, niños, niñas y adolescentes.; EDU 89 Gestionar e implementar una estrategia para los procesos de educación inclusiva en las instituciones educativas del municipio.; AM 43 Realizar actividades que promuevan la integración, la recreación, el bienestar, el acceso al arte y la cultura, la ocupación del tiempo libre y el acceso a recursos financieros de los adultos mayores.",3,2,3,2.67,"Las campañas de promoción tienen un enfoque directo en la salud infantil, lo que justifica su puntaje de especificidad 3. La visión regional se ve limitada ya que su impacto es principalmente local, justificando un 2. El impacto en la sostenibilidad de la salud es claro, lo que justifica un 3."
Nemocón,25486,SisPT – Plan indicativo - Productos,5-1,Estudio y formulación de una estrategia de pertinencia educativa para la formación del capital humano en Sabana Centro,"220108400, 220107103, 220206208, 220107403, 459903000","Sedes educativas con apoyo pedagógico para la oferta de educación inclusiva para preescolar, básica y media; Matrícula en niveles de preescolar, básica y media realizada; Estrategias de fomento para el acceso a la educación superior implementadas; Docentes de educación inicial, preescolar, básica y media beneficiados con programas de educación para el trabajo y el desarrollo humano; Personas capacitadas","EDU 89 Gestionar e implementar una estrategia para los procesos de educación inclusiva en las instituciones educativas del municipio.; EDU 92 Implementar una estrategia para fortalecer el componente de gratuidad educativa; EDU 90 Formular e implementar una estrategia articulada con el sector privado, público, de cooperación internacional, las comunidades y/o la Academia para garantizar el acceso a la educación superior; EDU 85 Formular e implementar un programa para el desarrollo humano e integral de los docentes de las instituciones educativas del municipio; GT 250Formular e implementar programas de educación no formal para fortalecer las capacidades de los funcionarios públicos, líderes comunitarios, Juntas de Acción Comunal (entre otros).",4,2,3,3.0,"La especificidad se justifica porque los productos seleccionados abordan directamente el objetivo del proyecto y cumplen varios de sus requerimientos. La visión regional se califica en 2, ya que algunos productos mencionan la cooperación con actores supramunicipales, pero no todos tienen un impacto claro en otros municipios. El impacto se califica en 3, dado que los productos tienen un efecto claro en la sostenibilidad educativa, aunque no abordan múltiples dimensiones."
Nemocón,25486,SisPT – Plan indicativo - Productos,5-2,Crear La Asociación de Instituciones de Educación Superior de Sabana Centro,"220206208, 220206300, 220103900",Estrategias de fomento para el acceso a la educación superior implementadas; Beneficiarios de estrategias o programas de apoyo financiero para el acceso a la educación superior; Estudios y diseños de infraestructura educativa elaborados,"EDU 90 Formular e implementar una estrategia articulada con el sector privado, público, de cooperación internacional, las comunidades y/o la Academia para garantizar el acceso a la educación superior; EDU 91 Reestructurar, fortalecer y poner en operación el Fondo de Educación Superior de Nemocón- FESN; EDU 80 Realizar los estudios y diseños para los proyectos de inversión del sector Educación",4,3,4,3.67,Los productos seleccionados están alineados con el objetivo del proyecto de fortalecer la educación superior en la región. Los puntajes reflejan su relevancia y potencial impacto en la sostenibilidad educativa y regional.
Nemocón,25486,SisPT – Plan indicativo - Productos,5-3,"Reforzar los esquemas de coﬁnanciación para programas de pasantías y becas para estudiantes destacados, con apoyo de las universidades de Sabana Centro y el sector industrial de la provincia.","220206208, 220102902, 360200400",Estrategias de fomento para el acceso a la educación superior implementadas; Estrategias de movilidad escolar implementadas; Personas colocadas laboralmente,"EDU 90 Formular e implementar una estrategia articulada con el sector privado, público, de cooperación internacional, las comunidades y/o la Academia para garantizar el acceso a la educación superior; EDU 83 Realizar convenios, alianzas o estrategias para facilitar el servicio de transporte escolar a los estudiantes de educación básica y media.; TB 195Realizar alianzas estratégicas con el sector productivo y formativo del municipio y la región para la vinculación laboral de habitantes",4,2,3,3.0,"El primer producto tiene una relación directa con el objetivo del proyecto, ya que busca garantizar el acceso a la educación superior, cumpliendo así con varios requerimientos técnicos. El segundo producto, aunque relevante para la movilidad escolar, tiene un impacto más local y no menciona explícitamente otros municipios, lo que limita su visión regional. El tercer producto tiene un impacto claro en la sostenibilidad laboral, pero su relación con el objetivo del proyecto es indirecta, ya que se enfoca más en la vinculación laboral que en la formación educativa."
Nemocón,25486,SisPT – Plan indicativo - Productos,5-4,"Promover programas educativos, enfocados en ciencia y tecnología a través de un laboratorio de creatividad","320403400, 320800600, 450203800",Estaciones de investigación adecuadas y dotadas para el desempeño de la investigación mejoradas y dotadas; Estrategias educativo ambientales y de participación implementadas; Estrategias de promoción de la garantía de derechos implementadas,"ADS 10 Estructurar, gestionar y poner en funcionamiento un centro de innovación/estación de investigación para la sostenibilidad ambiental regional.; ADS 16 Formular e implementar de manera articulada con otras entidades un Plan de Educación Ambiental con enfoques, entre otros, en cultura ciudadana, sostenibilidad y adaptación al cambio climático.; GT 251Celebrar un convenio para garantizar un centro especial de servicios judiciales para menores CESPA",4,3,4,3.67,"Los productos seleccionados están alineados con el objetivo del laboratorio de creatividad e innovación, fomentando la investigación y la educación. Además, algunos mencionan colaboración intermunicipal, lo que indica un enfoque regional. Tienen el potencial de contribuir significativamente a la sostenibilidad y al desarrollo de la región a largo plazo."
Nemocón,25486,SisPT – Plan indicativo - Productos,5-5,Creación Territorio STEM Sabana Centro,"220108400, 220206208, 220103900, 220107403, 220102902","Sedes educativas con apoyo pedagógico para la oferta de educación inclusiva para preescolar, básica y media; Estrategias de fomento para el acceso a la educación superior implementadas; Estudios y diseños de infraestructura educativa elaborados; Docentes de educación inicial, preescolar, básica y media beneficiados con programas de educación para el trabajo y el desarrollo humano; Estrategias de movilidad escolar implementadas","EDU 89 Gestionar e implementar una estrategia para los procesos de educación inclusiva en las instituciones educativas del municipio.; EDU 90 Formular e implementar una estrategia articulada con el sector privado, público, de cooperación internacional, las comunidades y/o la Academia para garantizar el acceso a la educación superior; EDU 80 Realizar los estudios y diseños para los proyectos de inversión del sector Educación; EDU 85 Formular e implementar un programa para el desarrollo humano e integral de los docentes de las instituciones educativas del municipio; EDU 83 Realizar convenios, alianzas o estrategias para facilitar el servicio de transporte escolar a los estudiantes de educación básica y media.",4,2,3,3.0,"La especificidad es alta (4) porque los productos seleccionados abordan directamente la educación inclusiva y el acceso a la educación superior, que son fundamentales para el objetivo del proyecto. La visión regional se puntúa con 2, ya que aunque algunos productos mencionan la colaboración con otros actores, no se enfocan explícitamente en otros municipios. El impacto se califica con 3, dado que estos productos pueden contribuir a la sostenibilidad educativa a largo plazo, pero su efecto depende de la implementación efectiva."
Nemocón,25486,SisPT – Plan indicativo - Productos,6-1,Gestión y articulación de la información de la región Sabana Centro,040600100,Sistema de información actualizado,IE 288Implementar una herramienta tecnológica - Geoportal de información del territorio a través de Arcgis,4,2,3,3.0,"El producto aborda directamente el objetivo del proyecto al facilitar el acceso a información georreferenciada, lo que es crucial para la planificación. Aunque menciona la importancia de la información para la región, no tiene un enfoque explícito en otros municipios, limitando su visión regional. Su impacto en la sostenibilidad es claro, pero puede ser moderado a largo plazo."
